Date,Open,High,Low,Close,Volume,Month,Day,Year,Daily_Return,7-day MA,30-day MA,30-day Volatility
2015-02-04,227.51100158691406,230.05799865722656,221.11300659179688,226.85299682617188,26594300,2,4,2015,-0.001826075536872085,228.10343061174666,239.41829884847004,0.07309118966939109
2015-02-05,227.6649932861328,239.40499877929688,214.72500610351562,217.11099243164062,22516400,2,5,2015,-0.042944129153365984,225.76028660365515,237.1156987508138,0.07289155640985252
2015-02-06,216.92300415039062,230.50999450683594,216.23199462890625,222.26600646972656,24435300,2,6,2015,0.023743680503459652,225.16614423479353,234.7133321126302,0.07281844117182729
2015-02-07,222.63299560546875,230.2989959716797,222.60699462890625,227.75399780273438,21604200,2,7,2015,0.02469109613374587,226.63614327566964,232.86016540527345,0.07279779643747654
2015-02-08,227.6929931640625,229.43800354003906,221.07699584960938,223.41200256347656,17145200,2,8,2015,-0.01906440844572377,226.12757219587053,230.62696584065756,0.07262593087032679
2015-02-09,223.38900756835938,223.9770050048828,217.0189971923828,220.11000061035156,27791300,2,9,2015,-0.01477987715627238,223.53914315359933,228.8040995279948,0.07208965764524972
2015-02-10,220.28199768066406,221.8070068359375,215.33200073242188,219.83900451660156,21115100,2,10,2015,-0.0012311848303054873,222.4778573172433,227.2767328898112,0.07188996083736368
2015-02-11,219.73199462890625,223.406005859375,218.07400512695312,219.18499755859375,17201900,2,11,2015,-0.0029749359511789253,221.38242885044642,225.65636647542317,0.0718561416000162
2015-02-12,219.20799255371094,222.19900512695312,217.61399841308594,221.76400756835938,15206200,2,12,2015,0.011766361924821833,222.0471452985491,225.5198003133138,0.06585560534178873
2015-02-13,221.968994140625,240.25900268554688,221.26199340820312,235.427001953125,42744400,2,13,2015,0.061610513511999754,223.92728751046317,227.43060048421225,0.053018838326898875
2015-02-14,235.5279998779297,259.8080139160156,235.5279998779297,257.3210144042969,49732500,2,14,2015,0.09299703207166998,228.1511470249721,229.01316782633464,0.045478862658953983
2015-02-15,257.5069885253906,265.6109924316406,227.6840057373047,234.8249969482422,56552400,2,15,2015,-0.08742394206758974,229.78157479422433,229.9041010538737,0.04863096506406405
2015-02-16,234.8249969482422,239.52099609375,229.02200317382812,233.84300231933594,28153700,2,16,2015,-0.004181814720187971,231.7434321812221,231.05686798095704,0.04783316032311689
2015-02-17,233.4219970703125,245.77499389648438,232.31399536132812,243.61000061035156,27363100,2,17,2015,0.04176733190278581,235.13928876604353,232.16590118408203,0.047407917886951645
2015-02-18,243.77999877929688,244.25100708007812,232.33999633789062,236.3260040283203,25200800,2,18,2015,-0.02990023629482208,237.58800397600447,232.88140157063802,0.04775603181891114
2015-02-19,236.41000366210938,242.6719970703125,235.5919952392578,240.2830047607422,18270500,2,19,2015,0.016743822791281504,240.23357500348772,233.8470016479492,0.047642532717640663
2015-02-20,240.25100708007812,247.1009979248047,239.2989959716797,243.7790069580078,23876700,2,20,2015,0.014549519225243168,241.42671857561385,234.40973510742188,0.04590879643073177
2015-02-21,243.7519989013672,255.32000732421875,243.1840057373047,244.53399658203125,12284200,2,21,2015,0.003097024774383117,239.6000017438616,234.78066813151042,0.04566026695320729
2015-02-22,244.54400634765625,246.39199829101562,233.8509979248047,235.9770050048828,19527000,2,22,2015,-0.03499305494022753,239.7645743233817,234.8839350382487,0.04616795550772331
2015-02-23,235.9949951171875,240.10899353027344,232.42100524902344,238.89199829101562,16400000,2,23,2015,0.012352870086102197,240.48585946219308,234.58543497721354,0.04468207822655809
2015-02-24,238.9980010986328,239.9010009765625,236.40199279785156,238.73500061035156,14200400,2,24,2015,-0.0006571910394118641,239.78943089076452,234.08600158691405,0.04445279066062717
2015-02-25,238.88999938964844,239.33999633789062,235.52999877929688,237.47000122070312,11496200,2,25,2015,-0.005298759655745222,239.9528590611049,232.88590189615886,0.041879853854032596
2015-02-26,237.33700561523438,237.7100067138672,234.2570037841797,236.42599487304688,13619400,2,26,2015,-0.00439637150919947,239.40185764857702,231.98426818847656,0.04142242102420899
2015-02-27,236.43600463867188,256.65301513671875,236.43600463867188,253.8280029296875,44013900,2,27,2015,0.07360446158209011,240.8374285016741,232.64803517659504,0.03826632901351441
2015-02-28,253.52000427246094,254.69200134277344,249.47900390625,254.26300048828125,13949300,2,28,2015,0.0017137492852363767,242.22728620256697,233.3397018432617,0.03825553321210273
2015-03-01,254.2830047607422,261.6600036621094,245.93299865722656,260.2019958496094,25213700,3,1,2015,0.02335768613570588,245.68799918038505,234.4656016031901,0.03786926835261462
2015-03-02,260.35699462890625,276.3009948730469,258.31298828125,275.6700134277344,40465700,3,2,2015,0.059446191131697246,250.94200134277344,236.40580190022786,0.03813429212400386
2015-03-03,275.0459899902344,285.7959899902344,268.1610107421875,281.7019958496094,50461300,3,3,2015,0.02188116997881684,257.0801435198103,238.23013509114583,0.0376467219068549
2015-03-04,281.989990234375,284.2250061035156,268.1260070800781,273.0920104980469,41383000,3,4,2015,-0.030564161697168357,262.1690019880022,239.3922353108724,0.0374299191803456
2015-03-05,272.739013671875,281.6669921875,264.7690124511719,276.1780090332031,41302400,3,5,2015,0.011300215372570532,267.84786115373885,241.02256876627604,0.03616536988154672
2015-03-06,275.6000061035156,277.6080017089844,270.0150146484375,272.7229919433594,28918900,3,6,2015,-0.012510109338315867,270.5471452985491,242.55156860351562,0.036309089587175165
2015-03-07,272.29400634765625,277.85400390625,270.13299560546875,276.260986328125,17825900,3,7,2015,0.012972849702017175,273.68971470424106,244.52323506673176,0.03508249417012678
2015-03-08,276.4330139160156,277.8580017089844,272.56500244140625,274.35400390625,22067900,3,8,2015,-0.006902829267430466,275.71143014090404,246.2595016479492,0.03507414269232495
2015-03-09,274.81201171875,292.70098876953125,273.89300537109375,289.60699462890625,59178200,3,9,2015,0.0555960201254011,277.70242745535717,248.3212682088216,0.03603319330892651
2015-03-10,289.86199951171875,300.04400634765625,289.7430114746094,291.760009765625,67770800,3,10,2015,0.007434264975117566,279.13928658621654,250.5995351155599,0.035652854749643685
2015-03-11,291.5249938964844,297.3909912109375,290.50799560546875,296.3789978027344,33963900,3,11,2015,0.01583146381445455,282.4659990583147,253.14183502197267,0.035369569047683
2015-03-12,296.12701416015625,297.0880126953125,292.4129943847656,294.35400390625,32585200,3,12,2015,-0.006832447344437664,285.0625697544643,255.62566833496095,0.03544868831317303
2015-03-13,294.1180114746094,294.49798583984375,285.3370056152344,285.3370056152344,31421500,3,13,2015,-0.03063317696159995,286.8645717075893,257.8307352701823,0.036160503386909765
2015-03-14,284.4419860839844,286.3420104980469,280.97601318359375,281.885009765625,22612300,3,14,2015,-0.012097960592830526,287.66800362723217,259.8347686767578,0.036369846905254286
2015-03-15,281.42498779296875,286.52899169921875,280.9960021972656,286.39300537109375,11970100,3,15,2015,0.015992321156832467,289.3878609793527,261.53363545735675,0.03500790104225343
2015-03-16,285.68499755859375,294.11199951171875,285.68499755859375,290.5929870605469,21516100,3,16,2015,0.014665098695448187,289.5287170410156,262.6427012125651,0.031084949375069355
2015-03-17,290.5950012207031,292.364990234375,284.3739929199219,285.5050048828125,21497200,3,17,2015,-0.01750896409855296,288.63514491489957,264.33203481038413,0.02618839875100684
2015-03-18,285.0669860839844,285.33599853515625,249.8699951171875,256.29901123046875,57008000,3,18,2015,-0.10229590778743636,282.909432547433,265.0805684407552,0.032885137393486204
2015-03-19,255.8800048828125,264.2439880371094,248.63600158691406,260.9280090332031,52732000,3,19,2015,0.018060927275961758,278.13429042271207,265.65783538818357,0.03221411398615942
2015-03-20,260.95599365234375,264.8479919433594,259.1619873046875,261.7489929199219,18456700,3,20,2015,0.003146399996537985,274.7645743233817,266.50526835123696,0.031616843083102995
2015-03-21,261.6440124511719,262.1960144042969,255.64999389648438,260.0249938964844,17130100,3,21,2015,-0.006586459050732407,271.6417149135045,267.16333465576173,0.03157697906619534
2015-03-22,259.9169921875,269.74700927734375,259.5899963378906,267.9599914550781,18438100,3,22,2015,0.03051628783713256,269.00842721121654,267.9693674723307,0.03190900557649369
2015-03-23,267.8949890136719,277.2969970703125,261.7449951171875,266.739990234375,22811900,3,23,2015,-0.004552923046751367,265.6008562360491,268.7095672607422,0.03194417740414841
2015-03-24,266.5769958496094,267.00299072265625,244.15499877929688,245.59500122070312,40073700,3,24,2015,-0.07927191192851335,259.89942714146207,269.0301671346029,0.03468472338810574
2015-03-25,247.4720001220703,249.19000244140625,236.51499938964844,246.19700622558594,35866900,3,25,2015,0.0024512103336411517,258.45628356933594,269.27366739908854,0.034629142519765926
2015-03-26,246.2760009765625,254.35400390625,244.90499877929688,248.53199768066406,25730000,3,26,2015,0.00948423984058766,256.6854248046875,269.60023396809896,0.034655884586122794
2015-03-27,248.5659942626953,256.8110046386719,245.21299743652344,247.0290069580078,17274900,3,27,2015,-0.006047473712368467,254.5825696672712,269.91886749267576,0.03466154149815465
2015-03-28,246.97500610351562,254.2050018310547,246.97500610351562,252.79800415039062,16040900,3,28,2015,0.023353521367486474,253.5501425606864,270.46460113525393,0.03485720743954586
2015-03-29,252.74000549316406,253.13900756835938,240.85000610351562,242.71299743652344,21699400,3,29,2015,-0.039893537719022376,249.94342912946428,270.09410095214844,0.03302214018451431
2015-03-30,242.87899780273438,249.24200439453125,239.21400451660156,247.5260009765625,23009600,3,30,2015,0.019830019780040065,247.19857352120536,269.8695343017578,0.03323747223946561
2015-03-31,247.45399475097656,248.72999572753906,242.73899841308594,244.2239990234375,22672000,3,31,2015,-0.013340020604290626,247.00271606445312,269.33693440755206,0.03300953432367712
2015-04-01,244.22300720214844,247.54100036621094,241.16000366210938,247.27200317382812,22877200,4,1,2015,0.012480362956050595,247.15628705705916,268.3903340657552,0.031072905534256977
2015-04-02,247.08900451660156,254.46099853515625,245.41600036621094,253.0050048828125,26272600,4,2,2015,0.023185001275515038,247.7952880859375,267.4337677001953,0.031109990963530194
2015-04-03,253.07400512695312,256.0429992675781,251.87899780273438,254.32200622558594,23146600,4,3,2015,0.005205435929551916,248.83714512416296,266.80810089111327,0.03070355496504844
2015-04-04,254.29100036621094,255.25799560546875,251.10000610351562,253.69700622558594,12493500,4,4,2015,-0.002457514429347607,248.96557399204798,266.05873413085936,0.03060218922654238
2015-04-05,253.76100158691406,260.67498779296875,251.94200134277344,260.5979919433594,19649200,4,5,2015,0.027201683695223133,251.52057320731026,265.6545674641927,0.031004132115606212
2015-04-06,260.72100830078125,261.7980041503906,254.5749969482422,255.49200439453125,20034200,4,6,2015,-0.0195933495525088,252.6585736955915,264.96226806640624,0.03106686267246765
2015-04-07,255.2740020751953,255.80499267578125,252.2050018310547,253.17999267578125,18467400,4,7,2015,-0.009049252731916368,253.93800136021204,264.2564676920573,0.03108072752461857
2015-04-08,253.06399536132812,253.8470001220703,244.21499633789062,245.02200317382812,30086400,4,8,2015,-0.03222209391719244,253.6165727887835,262.7703013102213,0.029548216752142805
2015-04-09,244.75100708007812,246.1179962158203,239.39999389648438,243.67599487304688,21643500,4,9,2015,-0.005493418074075329,252.28385707310267,261.16750081380206,0.029452956608093134
2015-04-10,243.69400024414062,243.69400024414062,232.77099609375,236.07200622558594,28882000,4,10,2015,-0.031205325134396444,249.67671421595983,259.15726776123046,0.029527421170252584
2015-04-11,236.01600646972656,239.53700256347656,234.1750030517578,236.552001953125,16365200,4,11,2015,0.002033259831241363,247.22742789132255,257.230534362793,0.0295746951656888
2015-04-12,236.53500366210938,237.72799682617188,233.4949951171875,236.1529998779297,12387900,4,12,2015,-0.0016867414855967766,243.73528616768974,255.5910675048828,0.029241357277381693
2015-04-13,235.9499969482422,236.93499755859375,221.99600219726562,224.58700561523438,31181800,4,13,2015,-0.04897669844835306,239.3202863420759,253.68113403320314,0.030269882686371766
2015-04-14,224.75900268554688,224.9759979248047,216.322998046875,219.15899658203125,31719000,4,14,2015,-0.024168847250684022,234.46014404296875,251.44000040690105,0.03010164968879763
2015-04-15,219.072998046875,223.83299255371094,218.6490020751953,223.83299255371094,22562000,4,15,2015,0.02132696373215137,231.43314252580916,249.21466725667318,0.03030176486700321
2015-04-16,223.91700744628906,229.6719970703125,223.91700744628906,228.572998046875,24805400,4,16,2015,0.02117652737018494,229.27557155064173,247.31693369547526,0.03071242778357839
2015-04-17,228.5749969482422,228.906005859375,221.94200134277344,222.8820037841797,20429800,4,17,2015,-0.0248979289387814,227.3912854875837,246.20303344726562,0.025175397473236806
2015-04-18,222.85299682617188,224.3159942626953,220.87600708007812,223.3560028076172,12939000,4,18,2015,0.0021266814520228827,225.50614275251115,244.95063323974608,0.02485266440181878
2015-04-19,223.45599365234375,226.35299682617188,222.3730010986328,222.60000610351562,15021500,4,19,2015,-0.0033847163031150984,223.57000078473772,243.64566701253256,0.02480864022309405
2015-04-20,222.61199951171875,226.3509979248047,221.9770050048828,224.62600708007812,18364700,4,20,2015,0.00910153154093063,223.57557242257255,242.465700785319,0.024940821367165918
2015-04-21,224.6199951171875,235.2689971923828,224.30099487304688,235.2689971923828,24978000,4,21,2015,0.04738093442808933,225.8770010811942,241.3760009765625,0.025929142090509564
2015-04-22,235.6020050048828,237.90899658203125,233.4759979248047,234.17599487304688,23847900,4,22,2015,-0.004645755847049293,227.35457284109933,240.29053446451823,0.025929216285468154
2015-04-23,234.05299377441406,236.47500610351562,233.19900512695312,236.46200561523438,17036000,4,23,2015,0.00976193458012986,228.48157392229353,239.98610127766926,0.021779999395889187
2015-04-24,235.97000122070312,236.30499267578125,229.93299865722656,231.26800537109375,21448700,4,24,2015,-0.021965474878836044,229.67957414899553,239.48846791585285,0.022099213974228107
2015-04-25,231.23500061035156,232.56100463867188,226.33700561523438,226.38999938964844,13957200,4,25,2015,-0.021092437640122474,230.11300223214286,238.75040130615236,0.022263135582062672
2015-04-26,226.41000366210938,226.94400024414062,214.87399291992188,219.42999267578125,28943700,4,26,2015,-0.03074343713340466,229.66014317103796,237.83043416341147,0.022834114923120232
2015-04-27,219.4290008544922,233.30499267578125,218.0229949951172,229.28599548339844,38574000,4,27,2015,0.04491638853663882,230.3258558000837,237.04670054117838,0.024023099302682066
2015-04-28,228.968994140625,229.4949951171875,223.06900024414062,225.85499572753906,21469200,4,28,2015,-0.014963843511793584,228.98099844796317,236.4847671508789,0.023115855966709935
2015-04-29,225.59100341796875,227.0399932861328,223.42999267578125,225.80799865722656,18936500,4,29,2015,-0.00020808514844272707,227.7855704171317,235.76083374023438,0.02274571631738691
2015-04-30,225.6929931640625,239.56300354003906,224.9929962158203,236.14500427246094,33818600,4,30,2015,0.04577785409154522,227.7402845110212,235.4915339152018,0.02430883224949068
2015-05-01,235.93899536132812,238.96600341796875,232.07899475097656,232.07899475097656,18815300,5,1,2015,-0.017218274568252423,227.85614013671875,234.98510030110677,0.02435252080360827
2015-05-02,232.34100341796875,235.7270050048828,232.34100341796875,234.92999267578125,12535500,5,2,2015,0.012284601318028887,229.07613917759485,234.38259989420573,0.024045869817951492
2015-05-03,234.8800048828125,243.24000549316406,234.08299255371094,240.35800170898438,18494100,5,3,2015,0.023104793778690125,232.06585475376673,233.91713307698566,0.02445427948785713
2015-05-04,240.3560028076172,242.63800048828125,237.80999755859375,239.01800537109375,21223400,5,4,2015,-0.0055750019902105485,233.45614188058036,233.4278330485026,0.02446470282118923
2015-05-05,238.8520050048828,239.20399475097656,232.0540008544922,236.12100219726562,23929100,5,5,2015,-0.012120439082948242,234.92271423339844,232.61193339029947,0.023910129666402408
2015-05-06,236.24899291992188,236.45399475097656,229.2310028076172,229.78199768066406,29587200,5,6,2015,-0.026846423899665184,235.4904283796038,231.75493316650392,0.02411937811819881
2015-05-07,229.66200256347656,239.10499572753906,228.572998046875,237.33399963378906,29064400,5,7,2015,0.032865942629762834,235.66028485979353,231.2267333984375,0.024970795770956653
2015-05-08,237.20399475097656,246.27499389648438,236.2740020751953,243.86300659179688,27445500,5,8,2015,0.02750978354589817,237.34371512276786,231.18810017903647,0.024846779148722988
2015-05-09,243.7689971923828,247.8040008544922,239.63900756835938,241.83200073242188,19790500,5,9,2015,-0.008328470512031005,238.3297162737165,231.1266337076823,0.024874316775014838
2015-05-10,241.72900390625,244.0679931640625,238.8489990234375,240.29600524902344,15019100,5,10,2015,-0.006351498059588678,238.32085963657923,231.2674336751302,0.024202434399746942
2015-05-11,240.2989959716797,244.27000427246094,239.37600708007812,242.1580047607422,20892300,5,11,2015,0.00774877430770915,238.7694309779576,231.4543004353841,0.02423435654093151
2015-05-12,242.14500427246094,242.88099670410156,240.0989990234375,241.11199951171875,19282600,5,12,2015,-0.004319515475265434,239.48243059430803,231.61960042317708,0.024249422095740224
2015-05-13,241.3979949951172,243.70399475097656,235.0449981689453,236.3769989013672,27180100,5,13,2015,-0.019638179020291524,240.42457362583704,232.01260019938152,0.02270803325119093
2015-05-14,236.21400451660156,237.7989959716797,234.0570068359375,236.9290008544922,24413700,5,14,2015,0.002335260857404098,240.36671665736608,232.6049336751302,0.02216577432887921
2015-05-15,236.9550018310547,238.7530059814453,236.7949981689453,237.60499572753906,16329400,5,15,2015,0.0028531537743750057,239.47271510532923,233.06400044759116,0.021889283238151754
2015-05-16,237.6439971923828,237.69700622558594,235.2949981689453,236.1529998779297,11089700,5,16,2015,-0.0061109651552713196,238.66142926897322,233.31666717529296,0.021639998876046052
2015-05-17,236.00999450683594,238.02499389648438,236.00999450683594,236.802001953125,11134300,5,17,2015,0.002748227105015877,238.16228594098772,233.78066711425782,0.021066420041694803
2015-05-18,236.88699340820312,237.2100067138672,232.4600067138672,233.1280059814453,16780300,5,18,2015,-0.015515054523934979,236.8722861153739,234.1064005533854,0.02131427481494438
2015-05-19,233.03700256347656,234.1510009765625,231.81700134277344,231.94700622558594,14241900,5,19,2015,-0.005065885374378243,235.56300136021204,234.4179672241211,0.021330159999182387
2015-05-20,231.88999938964844,234.68299865722656,231.8419952392578,234.01800537109375,15499400,5,20,2015,0.008928759974998757,235.2260022844587,234.7310338338216,0.021328085024616836
2015-05-21,234.01600646972656,236.24200439453125,233.8350067138672,235.343994140625,15108900,5,21,2015,0.005666182682946053,234.99957275390625,234.73353373209636,0.01952275048763429
2015-05-22,235.3209991455078,240.968994140625,235.05999755859375,240.34800720214844,27003000,5,22,2015,0.021262548380705182,235.3914315359933,234.93926747639975,0.01987124799766183
2015-05-23,240.28599548339844,241.02499389648438,238.6909942626953,238.8719940185547,14605000,5,23,2015,-0.00614115007973548,235.7798592703683,235.01960042317708,0.019843114250837016
2015-05-24,238.9759979248047,241.97799682617188,238.81100463867188,240.9530029296875,11508000,5,24,2015,0.008711816216392387,236.37285940987724,235.3424336751302,0.019430211540917272
2015-05-25,240.927001953125,241.02099609375,236.63699340820312,237.11000061035156,14423900,5,25,2015,-0.015949177941797066,236.94171578543526,235.69976704915365,0.019245356266504497
2015-05-26,237.10400390625,238.24200439453125,235.69200134277344,237.11599731445312,16425000,5,26,2015,2.5290810535816277e-05,237.68014308384485,236.28930053710937,0.018249733302349705
2015-05-27,237.06500244140625,238.63600158691406,236.69500732421875,237.2830047607422,18837000,5,27,2015,0.0007043280427325715,238.14657156808036,236.55586751302084,0.016420363653391532
2015-05-28,237.2570037841797,237.82400512695312,236.65199279785156,237.4080047607422,13829600,5,28,2015,0.0005267971051110543,238.4414302280971,236.94096781412762,0.016133238473174875
2015-05-29,237.3769989013672,237.52200317382812,235.7310028076172,237.0959930419922,14805000,5,29,2015,-0.0013142426223767822,237.9768567766462,237.3172342936198,0.01613922274059141
2015-05-30,237.0919952392578,237.09300231933594,232.04600524902344,233.34500122070312,14098600,5,30,2015,-0.015820561845702352,237.18728637695312,237.2239008585612,0.014139453740601991
2015-05-31,233.13499450683594,233.2519989013672,229.54200744628906,230.19000244140625,14730800,5,31,2015,-0.013520747231747232,235.64971487862724,237.1609344482422,0.014002357362772031
2015-06-01,230.23300170898438,231.71299743652344,221.29600524902344,222.92599487304688,26090500,6,1,2015,-0.03155657279341828,233.62342834472656,236.76080118815105,0.014914863424522886
2015-06-02,222.8939971923828,226.41600036621094,222.41900634765625,225.80299377441406,20459000,6,2,2015,0.012905623245084596,232.00728498186385,236.2756342569987,0.014440073984566683
2015-06-03,225.73599243164062,227.4040069580078,223.92999267578125,225.87399291992188,17752400,6,3,2015,0.0003144296021988513,230.37742614746094,235.8375005086263,0.014429535380185585
2015-06-04,225.77200317382812,226.58099365234375,224.0540008544922,224.32400512695312,14728100,6,4,2015,-0.006862179097875454,228.50828334263392,235.44426727294922,0.014331238734809112
2015-06-05,224.1540069580078,225.96800231933594,223.1790008544922,224.95199584960938,18056500,6,5,2015,0.0027994806989151133,226.77342660086495,235.28326721191405,0.013530663926379274
2015-06-06,225.0050048828125,225.718994140625,224.37899780273438,225.61900329589844,11131500,6,6,2015,0.002965110150589645,225.66971261160714,234.89276733398438,0.011992891728644456
2015-06-07,225.5959930419922,226.19400024414062,222.65199279785156,222.88099670410156,13318400,6,7,2015,-0.012135531811591216,224.62556893484933,234.19336700439453,0.0107974915222173
2015-06-08,222.87899780273438,229.46400451660156,222.83900451660156,228.48899841308594,23378400,6,8,2015,0.02516141704278896,225.4202837262835,233.74860026041668,0.011896260894434728
2015-06-09,228.53799438476562,230.95399475097656,227.9290008544922,229.04800415039062,28353100,6,9,2015,0.002446532398439949,225.88385663713728,233.37366689046223,0.011889178162754147
2015-06-10,228.9949951171875,229.78199768066406,228.00999450683594,228.80299377441406,15904800,6,10,2015,-0.0010696900716746782,226.30228533063615,232.92849985758463,0.011760219251011499
2015-06-11,228.85499572753906,230.28700256347656,228.76699829101562,229.7050018310547,14416000,6,11,2015,0.003942291321283875,227.0709991455078,232.5482666015625,0.011796400161579042
2015-06-12,229.7050018310547,231.0570068359375,229.31300354003906,229.98199462890625,14017700,6,12,2015,0.0012058631533644615,227.78957039969308,232.33509979248046,0.011297377653045261
2015-06-13,229.9199981689453,232.65199279785156,229.2100067138672,232.40199279785156,13305300,6,13,2015,0.010522554919354388,228.7585688999721,232.18419952392577,0.011474526884126323
2015-06-14,232.44200134277344,234.85800170898438,232.00399780273438,233.54299926757812,12165900,6,14,2015,0.0049096242936221834,230.2817121233259,232.04879964192708,0.011501848101336278
2015-06-15,233.4219970703125,237.83599853515625,233.4219970703125,236.822998046875,19912100,6,15,2015,0.014044517667339163,231.47228349958147,232.07113291422527,0.01174943065830055
2015-06-16,236.76499938964844,251.74200439453125,236.1219940185547,250.89500427246094,41612000,6,16,2015,0.05941993109470145,234.5932835170201,232.54089965820313,0.015975472096308004
2015-06-17,250.822998046875,256.8529968261719,246.4759979248047,249.28399658203125,43858400,6,17,2015,-0.006421043316909625,237.5191410609654,233.07943267822264,0.01571482807903011
2015-06-18,249.42799377441406,252.10800170898438,244.1269989013672,249.0070037841797,30980200,6,18,2015,-0.001111153550366062,240.27656991141183,233.64809926350912,0.015666958084134645
2015-06-19,249.04299926757812,250.9770050048828,243.78700256347656,244.6060028076172,23965300,6,19,2015,-0.017674205583297353,242.36571393694197,234.00103251139322,0.016038159476077632
